Priority,Short Description
P2,Style inspector property names & values should be tabulated using a table
P2,browser_styleinspector_webconsole.js sometimes fails with instance stylePanels[1] is hidden
P2,The Script Debugger onNewScript notifications don't always fire
P2,automatically open the inspector sidebar on inspect if previously-active
P4,Experiment with a popup UI for the GCLI along the lines of launchers (Quicksilver etc)
P1,Regression: Processing.js Performance Tests don't work
P2,CSS rule view should support media queries
P1,Properties disabled in the css rule view should not be lost
P2,Add support for inherited properties to the rule view.
P3,Write a test for the CssLogic specificity calculator
P3,"Create better test for HTML Panel in Highlighter, replace browser_inspector_treePanel_output.js"
P3,"[highlighter] Attach the InspectorUI instance when notifying ""highlighter-ready"""
P2,HTML attribute editor in highlighter conflicts with new keyboard controls
P2,[markup panel] Make the HTML Tree Panel pretty
P1,Create sidebar for Highlighter tools
P2,Scratchpad should work under e10s
P2,[GTK/X11] selecting text in scratchpad doesn't place it on the X primary selection
P2,[GTK/X11] middle clicking in scratchpad should paste the X primary selection
P2,Scratchpad encoding on save
P3,[highlighter] [infobar] limit the size of the infobar
P1,Scratchpad paste via menu not working
P2,"TEST-UNEXPECTED-FAIL | chrome://mochitests/content/browser/browser/devtools/shared/test/browser_templater_basic.js | asyncLoopElement later - Got , expected 123"
P1,Implement a rule-centric style view
P1,Make the Style Inspector UI faster
P3,"[highlighter] transitions should be disabled only while scrolling, not when the node is locked"
P2,Pressing Escape 'Esc' should close developer 'Inspect' mode.
P2,"JavaScript strict warning: resource:///modules/HUDService.jsm, line 5012: reference to undefined property this.lastInputValue"
P2,The command line background graphic should be moved to the devtools directory
P2,Style Inspector MDN help links fail to lead to MDN articles for some properties
P3,Evaluating declarations in Scratchpad makes it oddly unresponsive
P2,"ScratchPad should display exceptions as a comment, just as it does for results"
P2,Docked HTML panel in the highlighter should remember its height
P2,Infobar disappears when node fills top and bottom of screen during page zoom in highlighter
P2,Integrate Tilt with existing Firefox developer tools
P2,Style Inspector needs a no-results placeholder
P2,All devtools strings files should contain an 'optional English' note.
P2,Horizontal scrolling in Orion with very long lines is slow
P2,Line insertion in Orion with very long lines is slow
P3,Integrate Style Editor's quick value conversions
P2,Integrate Style Editor's automatic transitions
P2,Orion doesn't support drag and drop
P2,Orion source editor should have built-in context menu
P2,[Layout] Implement an abstract view of the layout of the selected node
P2,[highlighter] move the close button to the toolbar
P3,Source Editor should automatically set up Undo/Redo key bindings
P2,Source Editor syntax highlighting for CSS is a bit confusing
P2,scratchpad doesn't display the value false
P1,Line numbers don't line up to lines in orion
P2,[Mac] The Web Console Window freezes when drag and drop the parent tab to create a new window
P1,Make the Web Console async
P3,Style Editor should be able to save to file
P3,Style Editor should be able to import a file as a new style sheet
P3,In scratchpad: Warning: Use of getAttributeNode() is deprecated. Use getAttribute() instead.
P2,[highlighter] Support transformed elements (CSS3 transform)
P2,Land the debugger in m-c
P1,Highlighter sidebar resizes to follow the highlighter box
P1,[highlighter] highlighter closes during iframe requests
P1,Put the style inspector into a xul document.
P1,Remove unmatched rules from style inspector
P1,3gp files do not start downloading
P1,Firefox freezes and crash.
P2,Style Inspector's Rule View can't scroll vertically
P1,Clicking on a command in the top level GCLI menu does not work
P2,GCLI localization for fieldSelectionSelect could be better
P1,GCLI creates nodes in the wrong namespace
P1,"fieldSelectionSelect in gcli.properties should use … instead of ""..."""
P3,GCLI should have tests for sub-sub-commands
P1,GCLI build should use the latest dryice build
P1,All built-in GCLI commands should be documented for security review
P2,DOMTemplate is relatively slow when evaluating JS ${}
P2,Print Error
P4,Firefox 8.0 Null Pointer Dereference PoC
P4,application is not working properly
P2,Tilt should have the same selected nodes on initialization as Inspector
P3,Javascript Error on Closing Tabs
P2,styles added in data urls are displayed badly in the rule view
P5,kkkkk
P1,login page not displayed
P2,Inspector panels should stay open across reloads
P2,Pressing enter with autocomplete open should send only what I've typed
P1,Options -> Advanced -> Network -> Offline Storage confusing: Clear Now button only affects disk cache
P3,The Scratchpad editor's undo/redo state is preserved across file loads
P2,Ability to set breakpoints in the Source Editor (orion)
P1,New Safari migrator (OS X & Windows)
P1,Desktop items not showing after upgrade from 4.0.1 to 8.0.1
P1,not clickable
P5,"In Firefox 9.0.1 , i encountered a Bug about Group Your Tab's Button ,it does not work"
P1,contact bar
P4,unable to open firefox
P2,"Keyboard shortcuts (ESC, RETURN) no longer work if the content area loses focus."
P2,CSS cut short in Style Editor
P1,Convert nsProfileMigrator to JS so we can use JS modules on migration
P5,Fix the script debugger to work in e10s mode
P2,Ability to lock in a pseudo class in the page inspector
P1,Place the web console in its own iframe
P1,GCLI needs an 'edit' command (for CSS only to start with)
P2,Inspector Rule View selectors can be more visually scannable
P3,[highlighter] Can highlight but not inspect in a new JavaScript-created window
P2,add closing curly bracket to avoid disrupting the rest of the CSS
P1,"JavaScript evaluation ""permission denied"" after navigation to a different domain"
P3,can't select line by clicking the line number in scratchpad
P3,[Linux] the redo command should also have the ctrl-y shortcut
P2,Intermittent browser_webconsole_completion.js | an unexpected uncaught JS exception reported through window.onerror - this._panel is null at resource:///modules/AutocompletePopup.jsm:215
P3,Firebug should be able to suppress web console prompted by scratchpad
P2,Add support for stepping to the debugger
P3,Use the style editor's AdaptiveSplitView in the debugger UI
P2,Put dump() calls in debugger code behind a pref
P2,Make the debugger client's setBreakpoint pause the debuggee automatically
P2,Implement the debugger pause request (at the main loop)
P2,Add a pretty resizer and the dark theme to the debugger
P2,Clicking on a stack frame in the debugger should put the caret in the proper source line
P2,Optimize and refactor the debugger frontend to use constructors instead of attached functions to DOM nodes
P2,The debugger refreshes the editor contents on every pause
P3,[meta] Implement a script debugger
P1,Don't allow the debugger to be open in more than one window
P3,Unify dbg-server.js and dbg-server.jsm
P2,Script debugger picks the wrong highlighting engine in URLs with a query string
P2,Simplify the script name in the script debugger
P2,Style Inspector doesn't take into account chrome:// stylesheets
P2,gcli.css uses both box-sizing and -moz-box-sizing
P2,GCLI needs a 'resource' type
P3,GCLI should be more visually appealing in Firefox
P2,GCLI should be built with the latest version of dryice
P2,GCLI needs a screenshot command
P2,GCLI should have a jump-to-scratchpad feature
P2,GCLI console command needs better tests
P2,Ensure jstermhelpers work in JS mode in GCLI
P3,web console and GCLI should just use 'monospace' rather than hard coding font names
P2,GCLI's inspect command should use an overlay rather than direct node manipulation
P2,GCLI 'console clear' doesn't clear everything in the console
P3,GCLI doesn't always fill in default parameters properly
P2,GCLI needs a 'cookie' command
P3,GCLI increment and decrement operations cycle through selection options in the wrong order
P2,GCLI console close command needs unit tests
P3,GCLI help crasher workaround should be fixed properly
P1,Remove the textarea fallback from the Source Editor
P2,GCLI lacks status indicators for lines
P4,Experiment with a jQuery command for GCLI
P4,mini-require / require.jsm in GCLI hangs firefox for recursive 'requires'
P3,GCLI javascript completion should respond to UP and DOWN arrows
P2,GCLI: typing in a for loop causes an exception
P2,GCLI: automatically added '}' is not displayed in this one place
P2,GCLI: Cannot copy a Exception result from Log
P2,GCLI 'echo <b>hi</b>' doesn't escape on the web version
P2,GCLI should work with '{ document.documentElement.innerHTML' as input
P2,GCLI's promise should enable progress feedback
P2,GCLI needs a window resize command
P2,GCLI should not allow boolean parameters to be positional
P2,GCLI needs commands to control the debugger
P2,Web Console is closing lazily with GCLI
P2,GCLI needs a way to display single line output when there is no output area
P2,Potential memory leaks with pprint (when used from GCLI only?)
P2,GCLI needs a 'pref' command
P2,Experiment with better UI presentation methods in GCLI
P2,Re-license GCLI to a more liberal license
P4,Work out how GCLI can work with TermKit if that's possible
P4,dom.importCssString in GCLI util should check to see that the CSS isn't already there
P4,GCLI Completer could be simplified if repeated spans are not a performance issue
P4,GCLI defered types don't work properly
P4,GCLI should expose git hash of the export to moz source
P2,GCLI should provide test files to firefox without concatenating them
P2,2 part named parameters are not filled in correctly when edited by the GCLI popup menu
P3,GCLI gives FOUC when console is first opened
P3,GCLI needs a 'doctor' command
P3,GCLI should use Object.defineProperty rather than getX() to help template engine avoid allowEval
P3,up/down should be reserved for history and shift up/down for increment/decrement in GCLI
P3,GCLI Requisition._onAssignmentChange could be simplified
P5,GCLI's keyboard handling should be updated to use DOM-L3 keyboard events
P3,GCLI should split theme and content CSS
P3,GCLI CSS needs some minor tweaks
P3,GCLI needs a tests to check that a command without mandatory param causes ERROR
P3,"on pressing return with an invalid input, GCLI should select the incorrect input for an easy fix"
P3,GCLI needs a 'stylizer' command
P3,GCLI needs a command to control addons
P2,If the web console is too small the GCLI help section is not visible
P1,"[Linux] ""Warning: package error or possible missing or unnecessary file: bin/libmozglue.so (package-manifest, 34)."""
P1,"""Warning: package error or possible missing or unnecessary file: bin/components/proxyObject.xpt (package-manifest, 151)."""
P1,Stop trying to package MSVC DLLs in debug Windows Firefox
P2,"WebConsole doesn't show the ""warning"" icons on warning and errors"
P3,"When the Web Console is in a separate window, Ctrl+W/Cmd+W should close it"
P2,JavaScript implementation of WebGL MOZ_dom_element_texture extension
P3,Add a library for parsing and consuming source map files to Firefox
P2,Rule view should maintain user entered values
P3,Create Help menu for Scratchpad
P2,Improve developer tool fonts and general styles
P3,Allow user to increase Web Console font size
P4,"HUDService: ""Context"" means various things"
P2,HTML Element isn't highlighted if element text starting on next line is selected
P2,Cannot edit the text part of a HTML element in the inspector
P3,Style Editor does not highlight a few CSS2.0 and CSS3 properties
P2,The output of console.log(object) isn't expandable/inspectable in the Web Console
P1,Entering document.body.innerHTML into the Web Console (GCLI) fails and throws exception
P2,`console.log({foo:bar})` outputs nothing in GCLI console
P2,asd
P2,Digits-only file names get .css prefixed in front of postfixed
P3,GCLI doorhanger eats mouse click
P2,Can't close Style Editor with cmd+w
P2,Quick rule view ... quick layout fix until we have mockups
P3,GCLI types should have default values
P3,Highlight matching text in GCLI menus with commands/selections
P2,"Add a ""DOM/JS Object inspector"" view as a Node Tool."
P3,[markup panel] The HTML Tree should have its own keybindings
P3,GCLI: content of web console jumps around horizontally
P1,Scheme-less URLs references in the style sheet are lost when editing
P2,Error: hud.jsterm is null in resource:///modules/HUDService.jsm:2074
P1,Selection in Scratchpad behaves strangely if selecting into the gutter
P2,Style Editor should have an Edit menu
P2,Intermittent TEST-UNEXPECTED-FAIL | browser/devtools/styleeditor/test/browser_styleeditor_new.js | Test timed out
P2,"Intermittent failure in browser_webconsole_bug_595934_message_categories.js | test #5: error category 'malformed-xml' - Got XPConnect JavaScript, expected malformed-xml"
P2,Intermittent browser_inspector_iframeTest.js | Test timed out followed by other failures
P2,unable to remove HTML properties using the inspector
P2,Intermittent browser_webconsole_netlogging.js | Test timed out (sometimes followed by Response is correct - Got <!DOCTYPE HTML>)
P3,Intermittent browser_webconsole_network_panel.js | Test timed out
P3,Intermittent browser_webconsole_bug_603750_websocket.js | Test timed out followed by 2969 others
P3,Intermittent browser_webconsole_bug_601177_log_levels.js | Test timed out
P3,Intermittent browser_webconsole_bug_588342_document_focus.js | Test timed out
P3,intermittent timeout of browser_webconsole_bug_598357_jsterm_output.js | Test timed out followed by browser_webconsole_storage_record_many_entries.js | Test timed out
P2,Intermittent browser_scratchpad_bug_699130_edit_ui_updates.js | Test timed out
P3,Intermittent browser_sourceeditor_initialization.js | Test timed out followed by | Found a after previous test timed out
P2,Intermittent browser_webconsole_bug_585991_autocomplete_popup.js | an unexpected uncaught JS exception reported through window.onerror - this._panel is null at resource:///modules/AutocompletePopup.jsm:215
P4,"console.group(""aTitle"") UI should not overlap other messages in the console"
P2,be able to copy from the rules view
P2,"scratchpad (orion): ctrl-v, Edit/Paste, Right Menu Paste all do not paste"
P3,Dev console is always on top during windowed mode
P2,"[Firefox] ""Warning: package error or possible missing or unnecessary file: bin/components/chardet.xpt"""
P1,Rule view not showing media query information
P3,Keyboard Shortcuts to toggle Inspector Rule View and HTML View Should Appear on Tooltips
P3,GCLI will work with node 0.4.9 but package.json claims 0.5.0 minimum
P2,ConsoleAPIStorage uses global Private Browsing status to make decisions
P3,Implement Long String grip actor message handling
P1,{' command should be hidden so GCLI looks more like a command line not a REPL
P3,Source Editor: add support for the focus/blur events
P3,Add autocomplete for JavaScript in Scratchpad
P3,Expose Orion's getLineStart/getLineEnd in SourceEditor
P3,Refactor: GCLI inputter has getCurrentAssignment and assignmentChange
P3,GCLI should use node to serve files rather than python/static.py
P2,GCLI resource type should be customized for mozilla
P3,Add a way to help figure out what CSP is doing (CSP violation errors only appear in the error console)
P2,intermittent browser/devtools/debugger/test/browser_dbg_propertyview-08.js | Test timed out
P1,Debug protocol chokes on unicode
P1,"Intermittent browser_dbg_script-switching.js | (Possible uncaught JS exception) | Test timed out, | Found a tab after previous test timed out, | the destruction of lots more tests"
P2,"Intermittent browser_dbg_select-line.js | The correct line is selected. - Got 0, expected 5 OR | The correct script was loaded initially."
P1,[meta] GCLI improvements for FF13 part 1
P2,Rule view indicate when invalid values are entered
P3,Firefox keeps locking up or telling me the page is all ready running when it isn
P2,String change in styleinspector.properties whitout changing name
P2,browser_dbg_debuggerstatement.html leaked during mochitest-browser-chrome
P3,Firefox 3.6.26 3.6.27 and 10.02 flash player video playback problem
P1,730249
P2,Properties in the debugger aren't always displayed correctly
P1,684974
P1,login id
P2,"Intermittent browser_dbg_update-editor-mode.js | Found the expected editor mode. - Got js, expected html | The correct script was loaded initially. | The first script is displayed. | Test timed out"
P3,Intermittent failure in browser_dbg_script-switching.js | The correct script was loaded initially. | The first script is displayed.
P3,"Intermittent browser_dbg_debuggerstatement.js | Test timed out, | Found a tab after previous test timed out"
P2,Add a context menu to the debugger source view
P3,"Add parser support to the debugger for lookup of references to function names, variables, etc"
P2,"Need an ""Empty Stack"" placeholder in the script debugger"
P3,Debugger should have a key command to popup script selection
P2,"Warning in debugger.xul: XUL box for span element contained an inline #text child, forcing all its children to be wrapped in a block"
P2,Altering element properties in Inspector on a certain web page consistently hangs Firefox (Addon problem)
P2,Opening the Style Inspector right pane changes page rendering of websites using resolution-aware styles
P2,Split style inspector CSS between content & document CSS
P2,Highlight changed items in the rule view
P3,Tilt should support inspecting giant webpages
P1,Source Editor stepping support
P2,Clicking a system stylesheet in the style inspector does not open the source
P2,Unwrapped getBoolPref call causes dbg-server.jsm to fail to load in B2G
P1,a spoof site crashed firefox 3.5.4 and now getting crash reports in other areas of Linux including kernel and many more.
P1,Style Editor should highlight with color the actual css filename
P2,Style Panel better visual enhancements - display
P1,highlighter is slower when inspecting elements
P2,"Add an ""Option"" menu in the Inspector Toolbar"
P1,Refactor creation of registered sidebar tools iframes in InspectorUI
P1,Add an Inspect button and a node menu to the infobar
P3,"In the PageInspector toolbar, move the HTML Tree button in front of the breadcrumbs display"
P1,Add a pseudo-class lock menu to the infobar node menu
P3,Inspect element fore color on high contrast settings
P2,Use findScripts to retrieve the list of scripts known to the debugger
P3,[inspector] Experiment with an exposé mode
P3,"Move the ""rule"" and ""Computed"" buttons inside the sidebar"
P2,CSS pane of Web Inspector causes viewport to resize which makes it unusable for responsive and adaptive layouts
P4,[markup panel] HTML panel should be able to be adjacent to content
P2,[ruleview] The warning icon should disappear as soon as the value is correct
P2,Rule view shouldn't update during highlighting
P1,Implement a Global Developer Toolbar
P3,Add the node menu introduced in bug 584407 to the HTML breadcrumbs
P3,We should hide the highlighter if no node is locked and the mouse is not hovering the highlighter
P2,The sidebar should have a close button
P1,Error: button is null ... inspector.jsm when Right Clicking on Breadcrumbs
P3,[markup panel] Clicking on a node in the HTML Tree Panel should not expand the node
P3,Scroll to offscreen element when you click the infobar
P3,It is very hard to start 3D view without any selection
P3,Implement a generic docking module for node-centric developer tools
P3,Style Inspector: show color swatch
P2,Ability to increase/decrease values in rule view using arrow keys
P1,"After installation of Bugzilla on Linux, cannot open bugzilla page"
P1,"""Copy rule"" with some text selected copies that text additionally"
P2,GCLI should close all hints when escape is pressed
P2,GCLI: Can't select items in JS autocomplete
P2,GCLI: this.getLookup is undefined
P3,GCLI needs a command to enable and disable addons
P3,GCLI needs a way to execute os level commands
P2,GCLI handling of escaped characters (\n)
P1,mozilla crashes abruptly
P2,l10n note for withBlock says it's for localScope
P2,"Intermittent mochitest-browser-chrome browser/devtools/debugger/test/browser_dbg_bug723069_editor-breakpoints.js | The correct script was loaded initially. - Didn't expect -1, but got it"
P2,"create a ""no scripts"" label for an empty scripts menu in the debugger"
P3,Adding a breakpoint in a non-sensical place briefly shows the icon
P1,firefox 10 is incompatible with gametap. took 2 weeks to drop back to firefox 9. to use gametap
P5,Web page problems poss java script error on Mozilla
P3,mozila 5.0 is not support for selenium new version
P1,URGENT : Java plugin auto-desactivation with major impacts on 16000 governmement users
P1,"Refactor debugger UI, make it slimmer"
P2,Make it possible to start a debugger in a new firefox instance
P2,Sort the scripts in the menulist by filename
P3,Make the debugger self-debuggable (create/delete profile...)
P3,Add a search input to easily/incrementally find scripts => with live buffer switching
P3,hide www in url
P1,web browser crashed
P4,mozila firefox crashed while downloading a file
P2,mutilple item not Able to Select from Combobox
P1,url eror
P5,http://baruthwebpagecom.ipage.com/art-gallery/
P2,Create nice breakpoint icons for the SourceEditor in the Debugger
P1,"Since bug 735214, DOMInspector extension breaks builtin inspector."
P3,SVG Selected Text not visible and cannot be unselected
P3,"Firefox UX(15.0a1) crashes, when followed View->Toolbars->Customize"
P1,maik
P3,"changing ""about:blank"" to ""about:newtab"" creates unneeded TabHistory entry"
P5,respond time is more than 5 second
P1,Implement protocol support for modifying the values of a debuggee object's properties
P3,ThreadActor should automatically add appropriate debuggee globals
P3,Intermittent browser_dbg_bug723069_editor-breakpoints.js | the correct script is selected and five more
P3,"Rename ""Script Debugger"" to ""Debugger""?"
P3,Intermittent Leak in browser/devtools/debugger/test/browser_dbg_bug731394_editor-contextmenu.js
P3,Intermittent browser_dbg_scripts-searching-01.js | Test timed out
P3,Intermittent browser_dbg_update-editor-mode.js | an unexpected uncaught JS exception reported through window.onerror - TypeError: gDebuggee.firstCall is not a function at devtools/debugger/test/browser_dbg_update-editor-mode.js:41 | Test timed out
P3,"After stepping in the debugger, any open nodes in the property view are collapsed"
P2,Reloading a page when the debuggee is paused results in: ASSERTION: Mismatched calls to ResumeTimeouts
P2,re-enable 'arguments' portion of browser_dbg_propertyview-07 and 08
P3,Intermittent browser_dbg_scripts-sorting.js | an unexpected uncaught JS exception reported through window.onerror - TypeError: element is undefined at chrome://browser/content/debugger-controller.js:1015
P2,UI tweaks for the property view
P4,Remove redundant scopes in debugger-view
P2,Prevent the Debugger from opening on more than one tab
P2,Some divs and spans are created dynamically in debugger-view
P3,Intermittent browser_dbg_propertyview-01.js | an unexpected uncaught JS exception reported through window.onerror - TypeError: element is undefined at chrome://browser/content/debugger-controller.js:951
P3,"When copying webapprt stub to natively-installed-webapp's application dir, the stub should be embedded with the app's icon"
P3,Crash in the desktop runtime shall identify the name of the application - Not as the Firefox build the app was installed with
P1,`mozApps.getInstalled()` should return only the apps that are natively installed (on browsers/platforms that support native installation)
P1,disable webapp support on Aurora for Firefox 14
P1,Cannot uninstall natively-installed webapps whose names contain unicode characters on Windows
P3,Test
P2,GLXtest process failed (exited with status 1): GLX extension missing
P3,Install web app on host OS - Linux
P3,Implement webapp runtime for Linux
P3,webapp.json incorrect on Mac
P1,mozApps.launch() should not launch a pinned tab in Firefox - behavior should be like the HTML 5 shim
P2,Can't set breakpoint in Script Debugger
P4,there should be previews of each site i have visted on a new tab but they are missing the titles of the sites are visible ? for example Google the title is there but not the privew of the pages isn't ??
P4,Inspect Element with Firebug not working in Firefox Aurora
P1,1234
P2,Replace text with icons in the debugger toolbar
P2,Console logging is slow
P4,download
P3,"Visually distinguish between configurable, enumerable and writable properties"
P3,Intermittent browser_dbg_update-editor-mode.js | Test timed out
P2,Intermittent leak in browser_dbg_displayName.js
P2,Debugger and debuggee may see different scripts
P2,Handle positions are not saved.
P2,Pause when an exception is hit
P2,The debugger server root and tab actors should be easily extensible
P3,Setting a breakpoint in a line without code should move the icon to the actual location
P1,`mozApps.getInstalled()` should return only the apps that are natively installed - Windows
P3,`mozApps.getInstalled()` should return only the apps that are natively installed - Linux
P1,Implement MacWebAppUtils to allow callers to locate and manipulate native webapps on Mac
P1,Set IndexedDB permission settings during installation
P1,Enable fullscreen always for web apps settings during installation
P3,Clean up naming of natively-installed webapp installation directory and uninstall registry key
P4,"FIREFOX V13.0.B2., DO A SYSTEM SCAN WITH AVG V9.0.930, I GET WARNING: ""THREAT WAS BLOCKED!"" FILENAME: DOMAINZWEB.COM/COUNTER.PHP THREAT NAME: EXPLOIT JAVASCRIIPT OBFUSCATION (TYPE 156), PROCESS NAME: MOZILLA FIREFOX 13.0B2\FIREFOX.EXE PROCESS ID: 6444"
P1,Add a dialog to the debugger to deny or allow incoming server connections
P1,Popup panel has no right border
P1,panel styling
P3,only package webapp runtime l10n files when the runtime is enabled
P1,include URL of active window or webapp origin in URL field of webapp runtime crash report
P3,Launch of a web application should be centered on first start-up of the application on a machine
P3,The location of the window needs to be remembered if a user moves it - each app launch should start at the last window location set by the user
P1,Remote debugging is possible even when disabled if netmonitor is enabled
P2,[responsive] design view GCLI commands
P2,Gmail includes scripts names that make the debugger script list too long
P2,Rule view does not update when window is resized
P3,testing mysite
P3,GCLI edit command help seems unfinished
P1,JS Debugger errors prevent me from debugging Orion
P2,"GCLI has hard-coded strings (e.g. ""Available commands:"", ""Commands starting with:"")"
P1,GCLI help output does not display the first time
P3,Always show a property tooltip
P3,Sometimes when entering a paused state the current line is not highlighted in the editor
P2,Closing Debugger from X button doesn't remove the tick (v) on menu option.
P1,Debugger Closing after Opening it immediately on Mac (a11y)
P2,"Ignore ""devtools.inspector.enabled"" preference"
P5,rounded corners
P1,The inspector should be updated when the DOM is updated.
P1,The inspector node menu feature allows the user to remove tabbed browsing
P5,firefox is not opening
P2,"File filtering ""@"" operator doesn't search for functions"
P2,"Use ""@"" file filtering to search for functions"
P2,No script is loaded in the script debugger for me
P2,XBL Bindings appear in the debugger script dropdown if the debugger is open when the page is refreshed
P1,Preload appcache into webapp's profile during installation
P2,Wrong check in Mac and Windows webapp runtimes
P3,Add the category of the application to the desktop entry file
P1,Build webapprt/linux on any gtk2 platform including *bsd
P3,Support webapp uninstallation on Linux
P2,"Runtime has window.locationbar.visible = true, so content can't detect to show navigation"
P3,Window matching unreliable for webapprt on Linux
P3,"Webapp runtime locale files are part of browser, not webapprt"
P1,Layout tool is not positioned correctly when it is collapsed
P3,Intermittent browser_bug707987_debugger_breakpoints.js | Test timed out | Found a after previous test timed out
P3,Debugger menu item wrongly ticked
P3,remove unnecessary application flags from webapp runtime's components.manifest
P3,use PREF_JS_EXPORTS to preprocess/install webapp runtime's default prefs file
P3,Intermittent browser_dbg_bug723069_editor-breakpoints.js | TypeError: gDebuggee.firstCall is not a function at chrome://mochitests/content/browser/browser/devtools/debugger/test/browser_dbg_bug723069_editor-breakpoints.js:42
P3,after opening facebook ticker unresponsive script warning appears
P5,POPUp error message is not displaying
P2,Add a pane to display the list of breakpoints across all scripts in the debuggee
P2,"""Copy Property"" and ""Copy Property Value"" in the style pane doesn't work in some cases"
P2,[gcli] selected text looks bad
P3,Allow launching of natively installed webapps from launch() method in mozapps API - Linux
P3,Create profile on webapps installation for appcache
P3,Launching an installed web application with no supported version of Firefox installed for web apps results in a not so useful error message to the user
P1,implementation of MozApps getInstalled() using native-install filtering
P1,Allow launching of natively installed webapps from launch() method in mozapps API - Mac OS X
P1,Allow launching of natively installed webapps from launch() method in mozapps API - Windows
P1,[Win & Linux] Reinstalling an App that was previously launched deletes an old profile and re-creates a different app profile
P3,"Clearing the searched token in the scripts filter should also clear the ""find next"" history"
P3,"The ""Filter scripts"" textbox is cleared when checking/unchecking the ""Pause on exceptions"" checkbox"
P3,The filtering textbox expands when entering a string
P2,The script from the dropdown is kept when loading a page with no scripts after loading one with scripts and opening the Debugger
P2,"[GCLI] pressing Tab on an empty Developer Toolbar inserts ""break"""
P2,"When navigating between web pages with the Back and Forward buttons, the same scripts are displayed in the Debugger for all the pages"
P2,Enable smooth scrolling on webapp runtime
P1,Implement new behavior for getInstalled/getSelf/getAll/getNotInstalled
P3,"Launch app from shell, close, then launch it from terminal results in no icon showing up in task bar in ubuntu"
P3,Second JS file not shown in debugger dropdown for file:// URL
P3,[debugger] experiment with collapsed panels
P2,about:home and about:newtab are intermittently shown in the Debugger dropdown
P1,"Remote debugger asks for host:port, displays http://host:port/ as default value"
P4,Firefox: (GPU spiking bad)
P3,Resize issues in Responsive mode with Toolbox open
P3,Firefox shows a blank page when loading multiple PDFs in a terminal server environment
P3,move unrelated startup code out of command line handler component
P2,Improve error message strings for problems hit when launching an app in the web runtime
P3,"After installing an app in Ubuntu 12.04 (Unity), launcher icon is just an empty space (locked or when running)"
P3,Geolocation pop-up appears during private browsing
P1,test
P3,Different tooltips are displayed on the same white play button
P3,Modifying the source code for a JS or adding new JSs to a web page is not picked up by the Debugger when reloading the web page
P3,"Intermittent leak in browser_dbg_bug723069_editor-breakpoints.js, browser_dbg_bug723071_editor-breakpoints-pane.js of browser_dbg_script-switching.html"
P2,resizer.xml visible in the debugger
P3,No security warning by clicking forward or backward
P1,jQuery and $ not available in the console
P1,ConsoleAPI.js consumes excessive amounts of memory
P3,Implement WebappRT test framework on Linux
P2,refactor webapp runtime test harness to reduce complexity/special-casing
P1,Implement WebappRT unit test framework on Windows
P1,crash in RtlpCallQueryRegistryRoutine | BaseThreadInitThunk with Flash in webapprt (caused by incorrect plugin-container launch)
P1,show origin of page in window title when it is different from webapp's origin
P2,ctrl+shift+enter causes all sites to open with .org
P2,resume button need two clicks to go on after a breakpoint when the script is inside the .html file
P1,Add-on compatibility dialog appears when launching app using different version from that previously run
P1,"Install an App on FF 15 Aurora, uninstalling Aurora, and launching an app with FF 16 Nightly causes the app to fail to launch"
P1,Create WebappOSUtils.jsm to host platform-specific webapps code and implement native app launch
P1,Disable webapps support on Firefox 15
P1,GCLI selected element should be clearer in menus
P2,GCLI should propose subcommand completions with a space before the sub command
P2,Debugger does not show up if any progress listener (e.g. NoScript) reads the WebProgress argument's DOMWindow property in onStateChange()
P3,"""No scripts."" should be displayed in the dropdown when there are no scripts matching the search string"
P3,"If the searched string doesn't match anything when filtering scripts with ""#"", the search is done by the first N chars of the string that do have a match"
P3,Intermittent browser_dbg_propertyview-edit.js | Test timed out
P3,Intermittent leak in browser_dbg_location-changes.js of browser_dbg_tab1.html
P1,"when running tests, freeze WebappRT config object after calling confirmInstall()"
P2,Console will stop displaying output
P2,GCLI needs a command to log function calls
P1,Launching an app with no version of FF installed - Update error messages to say FF 16
P1,GCLI hidden commands don't execute properly
P1,GCLI Autocomplete goes wild when boolean params are used in a group
P2,IDM is not integrate in the browser
P3,Intermittent leak in browser_dbg_breakpoint-new-script.js
P1,Launching of a web application with a l10n build results in a XUL error - app fails to launch
P1,"When viewing an HTML 5 video on YouTube, the sidebar becomes closed."
P1,GCLI adds 2 space instead of one when you press TAB after typing 'rest'
P1,GCLI sometimes stops working
P1,"GCLI should use the term ""add-on"" consistently"
P2,Add keyboard shortcuts for stepping
P1,firefox
P4,Firefox Crashes
P1,CssRuleView.jsm uses invalid weak map keys
P2,Move WebappsInstaller from browser/modules to toolkit/webapps
P2,"When there is a hash symbol, #, in the address bar, simply clicking on the address bar and pressing enter does not load the page."
P1,"A script on this page may be busy, or it may have stopped responding. You can stop the script now, or you can continue to see if the script will complete. Script: js/ff_browser:54"
P3,"After reloading a page, the selected script and line should remain the same"
P1,broken links in mozilla firefox
P1,broken links in mozilla firefox
P1,broken links in mozilla firefox
P1,Broken links in mozilla firefox
P5,broken links in mozilla firefox
P1,broken links in mozilla firefox
P3,broken links in mozilla firefox
P1,broken links
P4,broken links in mozilla firefox
P1,broken links
P1,broken links in mozilla firefox
P1,broken links in Mozilla Firefox
P1,broken links in mozilla firefox
P1,broken links in mozilla firefox
P1,brokenlinks in mozilla firefox
